"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"2515",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6333,12," ","B2","668 EDGEGROVE AVENUE                     ","            ",10312,2,0,2,"4,084","2,669",2012,1,"B2","$750,000",2013-03-28,750000,2669,4084,0
"2516",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6336,1," ","B2","645 LAMONT AVENUE                        ","            ",10312,2,0,2,"4,687","2,466",2011,1,"B2","$692,410",2013-06-13,692410,2466,4687,0
"2518",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6336,71," ","B2","641 LAMONT AVENUE                        ","            ",10312,2,0,2,"4,124","3,589",2012,1,"B2","$675,000",2013-05-10,675000,3589,4124,0
"2519",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6338,32," ","B2","138 NIPPON AVENUE                        ","            ",10312,2,0,2,"6,000","3,064",1980,1,"B2","$635,500",2012-10-19,635500,3064,6000,0
"2520",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6339,117," ","B2","561 SINCLAIR AVENUE                      ","            ",10312,2,0,2,"7,500","3,350",1970,1,"B2","$735,000",2012-08-08,735000,3350,7500,0
"2522",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6569,5," ","B1","47 STECHER STREET                        ","            ",10312,2,0,2,"10,000","2,432",1975,1,"B1","$600,000",2013-07-17,6e+05,2432,10000,0
"2524",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6815,121," ","B2","136 HAWLEY AVENUE                        ","            ",10312,2,0,2,"7,680","3,150",2006,1,"B2","$792,000",2012-08-28,792000,3150,7680,0
"2526",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6821,7," ","B2","457 ELLSWORTH AVENUE                     ","            ",10312,2,0,2,"4,000","2,790",2005,1,"B2","$620,000",2013-05-23,620000,2790,4000,0
"2527",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6830,40," ","B2","1576 DRUMGOOLE ROAD WEST                 ","            ",10312,2,0,2,"4,500","2,935",2009,1,"B2","$695,000",2013-05-22,695000,2935,4500,0
"2528",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6833,53," ","B2","355 DARLINGTON AVENUE                    ","            ",10312,2,0,2,"7,700","4,160",1992,1,"B2","$780,000",2012-10-10,780000,4160,7700,0
"2529",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6834,4," ","B2","841 MARCY AVENUE                         ","            ",10309,2,0,2,"4,000","2,200",2012,1,"B2","$702,593",2013-02-19,702593,2200,4000,0
"2530",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6834,6," ","B2","837 MARCY AVENUE                         ","            ",10309,2,0,2,"4,000","2,200",2012,1,"B2","$728,048",2013-01-11,728048,2200,4000,0
"2533",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6836,54," ","B2","328 RAMONA AVENUE                        ","            ",10312,2,0,2,"7,200","4,020",2012,1,"B2","$840,056",2013-07-01,840056,4020,7200,0
"2534",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6836,57," ","B2","322 RAMONA AVENUE                        ","            ",10312,2,0,2,"7,200","4,020",2012,1,"B2","$837,510",2013-06-17,837510,4020,7200,0
"2535",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6836,60," ","B2","316 RAMONA AVENUE                        ","            ",10312,2,0,2,"7,200","4,020",2012,1,"B2","$837,510",2013-06-17,837510,4020,7200,0
"2536",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6843,136," ","B2","668 RENSSELAER AVENUE                    ","            ",10312,2,0,2,"4,000","2,442",1970,1,"B2","$520,000",2013-07-03,520000,2442,4000,0
"2538",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6872,28," ","B2","488 DARLINGTON AVENUE                    ","            ",10309,2,0,2,"4,000","2,400",2010,1,"B2","$740,000",2012-09-12,740000,2400,4000,0
"2540",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6879,31," ","B2","230 VERNON AVENUE                        ","            ",10309,2,0,2,"10,005","4,632",1980,1,"B2","$810,000",2013-04-26,810000,4632,10005,0
"2543",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6882,45," ","B2","792 RATHBUN AVENUE                       ","            ",10309,2,0,2,"3,785","2,660",1983,1,"B2","$460,000",2012-08-01,460000,2660,3785,0
"2545",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6885,1," ","B2","573 RAMONA AVENUE                        ","            ",10309,2,0,2,"4,900","2,620",1983,1,"B2","$555,000",2012-11-28,555000,2620,4900,0
"2547",5,"HUGUENOT                 ","02  TWO FAMILY HOMES                        ","1",6893,4," ","B2","571 FOSTER ROAD                          ","            ",10309,2,0,2,"8,976","2,551",1970,1,"B2","$620,000",2013-06-26,620000,2551,8976,0
"2558",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",72,97," ","A5","118 TYSEN STREET                         ","            ",10301,1,0,1,"5,226","1,545",1910,1,"A5","$265,000",2013-05-20,265000,1545,5226,0
"2559",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",78,227," ","A2","162 KISSEL AVENUE                        ","            ",10310,1,0,1,"4,725","776",1950,1,"A2","$280,000",2012-10-17,280000,776,4725,0
"2560",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",78,312," ","A2","27 LINDEN STREET                         ","            ",10310,1,0,1,"4,000","1,178",1950,1,"A2","$325,000",2013-07-18,325000,1178,4000,0
"2563",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",138,144," ","A1","196 BARD AVENUE                          ","            ",10310,1,0,1,"4,400","1,144",1925,1,"A1","$453,200",2012-10-01,453200,1144,4400,0
"2564",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",138,153," ","A1","214 BARD AVENUE                          ","            ",10310,1,0,1,"3,960","1,272",1925,1,"A1","$430,000",2013-04-02,430000,1272,3960,0
"2565",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",138,215," ","A1","183 DAVIS AVENUE                         ","            ",10310,1,0,1,"4,000","1,488",1925,1,"A1","$377,000",2012-10-25,377000,1488,4000,0
"2567",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",149,118," ","A1","148 DAVIS AVENUE                         ","            ",10310,1,0,1,"8,103","1,452",1925,1,"A1","$397,500",2013-02-01,397500,1452,8103,0
"2568",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",149,322," ","A9","107 DELAFIELD PLACE                      ","            ",10310,1,0,1,"2,000","1,232",1925,1,"A9","$262,000",2012-09-12,262000,1232,2000,0
"2569",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",150,288," ","A5","145 BEMENT AVENUE                        ","            ",10310,1,0,1,"2,400","1,128",1988,1,"A5","$325,000",2012-10-16,325000,1128,2400,0
"2570",5,"LIVINGSTON               ","01  ONE FAMILY HOMES                        ","1",150,322," ","A5","153 BEMENT COURT                         ","            ",10310,1,0,1,"1,050","1,200",1993,1,"A5","$250,000",2013-06-19,250000,1200,1050,0
"2574",5,"LIVINGSTON               ","02  TWO FAMILY HOMES                        ","1",138,330," ","B3","91 WALNUT STREET                         ","            ",10310,2,0,2,"3,500","1,604",1930,1,"B3","$380,250",2013-05-30,380250,1604,3500,0
"2575",5,"LIVINGSTON               ","02  TWO FAMILY HOMES                        ","1",149,255," ","B3","539 HENDERSON AVENUE                     ","            ",10310,2,0,2,"3,525","1,386",1940,1,"B3","$293,000",2012-12-18,293000,1386,3525,0
"2576",5,"LIVINGSTON               ","02  TWO FAMILY HOMES                        ","1",150,279," ","B2","163 BEMENT AVENUE                        ","            ",10310,2,0,2,"7,654","4,022",1899,1,"B2","$325,000",2012-11-29,325000,4022,7654,0
"2584",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",690,14," ","A3","335 TILLMAN STREET                       ","            ",10314,1,0,1,"11,000","4,602",1986,1,"A3","$1,210,000",2013-07-01,1210000,4602,11000,0
"2585",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",690,103," ","A2","16 ATHENA PLACE                          ","            ",10314,1,0,1,"4,200","2,048",1965,1,"A2","$435,000",2012-12-28,435000,2048,4200,0
"2586",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",690,122," ","A2","521 SLOSSON AVENUE                       ","            ",10314,1,0,1,"4,200","2,048",1965,1,"A2","$4,380,000",2013-01-11,4380000,2048,4200,0
"2587",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",690,175," ","A2","45 MOTLEY AVENUE                         ","            ",10314,1,0,1,"5,100","1,200",1965,1,"A2","$640,000",2013-02-07,640000,1200,5100,0
"2589",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",690,237," ","A1","181 TODT HILL ROAD                       ","            ",10314,1,0,1,"4,950","1,628",1920,1,"A1","$350,000",2013-07-02,350000,1628,4950,0
"2594",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",694,275," ","A2","10 LORTEL AVENUE                         ","            ",10314,1,0,1,"3,558","2,229",1960,1,"A2","$595,000",2013-06-03,595000,2229,3558,0
"2596",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",694,375," ","A2","88 LORTEL AVENUE                         ","            ",10314,1,0,1,"4,500","860",1960,1,"A2","$370,000",2012-12-03,370000,860,4500,0
"2597",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",694,418," ","A2","93 SCHMIDTS LANE                         ","            ",10314,1,0,1,"4,500","1,758",1960,1,"A2","$437,500",2013-04-08,437500,1758,4500,0
"2598",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",697,38," ","A2","62 BOLIVAR STREET                        ","            ",10314,1,0,1,"4,655","1,820",1975,1,"A2","$520,000",2013-01-16,520000,1820,4655,0
"2599",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",697,51," ","A2","65 OCEAN TERRACE                         ","            ",10314,1,0,1,"4,935","1,820",1965,1,"A2","$460,000",2012-12-20,460000,1820,4935,0
"2605",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",700,65," ","A5","29C LINCOLN STREET                       ","            ",10314,1,0,1,"2,200","1,575",1997,1,"A5","$287,500",2013-06-10,287500,1575,2200,0
"2606",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",700,75," ","A2","13 LINCOLN STREET                        ","            ",10314,1,0,1,"6,000","984",1960,1,"A2","$375,000",2013-05-30,375000,984,6000,0
"2607",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",701,42," ","A9","144 LA GUARDIA AVENUE                    ","            ",10314,1,0,1,"2,271","1,148",1975,1,"A9","$345,000",2012-08-18,345000,1148,2271,0
"2608",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",704,13," ","A5","22 FRANKLIN PLACE                        ","            ",10314,1,0,1,"3,749","1,948",2012,1,"A5","$499,000",2013-02-15,499000,1948,3749,0
"2610",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",704,36," ","A9","108 LA GUARDIA AVENUE                    ","            ",10314,1,0,1,"2,405","1,144",1970,1,"A9","$350,000",2013-01-25,350000,1144,2405,0
"2611",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",705,6," ","A1","80 NORWALK AVENUE                        ","            ",10314,1,0,1,"5,818","2,472",1975,1,"A1","$370,000",2013-01-11,370000,2472,5818,0
"2612",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",705,70," ","A2","81 NORWALK AVENUE                        ","            ",10314,1,0,1,"6,052","2,359",1975,1,"A2","$535,000",2013-01-08,535000,2359,6052,0
"2615",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",705,165," ","A2","178 WESTWOOD AVENUE                      ","            ",10314,1,0,1,"5,760","2,100",1975,1,"A2","$545,000",2012-08-31,545000,2100,5760,0
"2616",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",714,149," ","A1","3 MELBA STREET                           ","            ",10314,1,0,1,"3,472","2,388",1975,1,"A1","$502,000",2012-08-14,502000,2388,3472,0
"2620",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",752,588," ","A2","228 FANNING STREET                       ","            ",10314,1,0,1,"5,040","1,000",1950,1,"A2","$432,500",2013-07-15,432500,1000,5040,0
"2621",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",752,640," ","A2","396 WESTWOOD AVENUE                      ","            ",10314,1,0,1,"5,000","2,002",1950,1,"A2","$250,000",2013-04-18,250000,2002,5000,0
"2622",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",753,23," ","A1","281 ELVIN STREET                         ","            ",10314,1,0,1,"6,500","3,700",1955,1,"A1","$835,000",2013-05-13,835000,3700,6500,0
"2623",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",756,11," ","A5","365 MELBA STREET                         ","            ",10314,1,0,1,"2,500","1,216",1975,1,"A5","$350,000",2012-09-19,350000,1216,2500,0
"2624",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",759,1," ","A1","147 MOUNTAINVIEW AVENUE                  ","            ",10314,1,0,1,"4,770","2,662",1950,1,"A1","$151,000",2013-04-29,151000,2662,4770,0
"2626",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",761,22," ","A2","200 GANSEVOORT BOULEVARD                 ","            ",10314,1,0,1,"5,490","1,120",1955,1,"A2","$362,500",2013-01-14,362500,1120,5490,0
"2627",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",761,31," ","A5","220 GANSEVOORT BOULEVARD                 ","            ",10314,1,0,1,"4,880","1,283",1990,1,"A5","$293,000",2013-04-05,293000,1283,4880,0
"2630",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",764,1," ","A5","551 WESTWOOD AVENUE                      ","            ",10314,1,0,1,"1,464","1,200",2003,1,"A5","$275,000",2012-10-11,275000,1200,1464,0
"2632",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",765,34," ","A2","181 WHEELER AVENUE                       ","            ",10314,1,0,1,"5,000","1,518",1930,1,"A2","$350,000",2012-12-20,350000,1518,5000,0
"2633",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",765,91," ","A0","577 WESTWOOD AVENUE                      ","            ",10314,1,0,1,"4,789","1,150",1965,1,"A0","$325,000",2012-09-11,325000,1150,4789,0
"2634",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",767,21," ","A5","19 LIVINGSTON AVENUE                     ","            ",10314,1,0,1,"2,000","1,350",2001,1,"A5","$370,000",2012-12-04,370000,1350,2000,0
"2635",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",800,45," ","A5","487 GOWER STREET                         ","            ",10314,1,0,1,"2,600","1,800",1992,1,"A5","$340,000",2013-03-19,340000,1800,2600,0
"2638",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",802,52," ","A1","15 CHERRY PLACE                          ","            ",10314,1,0,1,"4,100","2,170",1970,1,"A1","$580,000",2013-06-17,580000,2170,4100,0
"2639",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",802,76," ","A1","20 MONROE PLACE                          ","            ",10314,1,0,1,"4,100","2,043",1970,1,"A1","$482,500",2012-12-06,482500,2043,4100,0
"2642",5,"MANOR HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",804,272," ","A1","138 QUEEN STREET                         ","            ",10314,1,0,1,"3,840","2,133",1965,1,"A1","$440,000",2012-09-25,440000,2133,3840,0
